title,content,date_iso,authors,feed_source,link
Official Stranger Things Cookbook Releases In January,"Official Stranger Things Cookbook: Recipes from Hawkins and Beyond $26 (was $37) | Releases January 13 Preorder at Amazon The series finale for Stranger Things airs on December 31, bringing the epic adventure to a close. But that's not the last time you'll hear from the citizens of Hawkins, as you can keep the spirit of the show alive in your kitchen with the upcoming Stranger Things Cookbook . Available for preorder ahead of its January 13 release, this official cookbook includes over 60 recipes inspired by Netflix's hit series. Preorders are currently discounted to $26 (was $37). Official Stranger Things Cookbook: Recipes from Hawkins and Beyond $26 (was $37) | Releases January 13 This hardcover cookbook features a wide range of recipes, from decadent desserts to hearty dinners. The sixty or so recipes span 224 pages, each with accompanying images, an ingredient list, and detailed instructions for prep and cooking. Here's a quick look at a few of the dishes in the book: Barb's Baked Ziti Bob's Speedway Chili Dart Shots Deep-Dish Pumpkin Pie Demigorgonzola Cheese Balls El's Eggo Extravaganza Hellfire Club Devil's Food Cake Surfer Boy Pizza Each recipe also comes with a short story set in the Stranger Things universe. For example, the Hideout Hamburger Helper recipe tells a story about Eddie Munson as he scavenges for supplies at Reefer Rick's dock house. Preorder at Amazon USS Butterscotch Sundae from the Stranger Things Cookbook Gallery Continue Reading at GameSpot",2025-12-23T17:30:00+00:00,,GameSpot - All Content,https://www.gamespot.com/articles/official-stranger-things-cookbook-releases-in-january/1100-6537136/?ftag=CAD-01-10abi2f
The Best PC Games Of 2025 According To Metacritic,"Has there ever been a better time to be a PC gamer than right now? Sure, the sheer number of games available to play made deciding on one hard, but whether you're sitting down in front of a custom-built gaming rig or you've purchased a handheld PC for some bedtime fun, there's bound to be something that catches your eye. In 2025, PC gamers were spoilt for choice. Several early-access games were released in full, the best of Xbox and PlayStation launched on those platforms, and quirky indies offered unique experiences to savor. Games like Hades 2, Monster Hunter Wilds, and Absolum were a blast of fun, while other releases like Pipistrello and the Cursed Yoyo, The Roottrees are Dead, and The Seance of Blake Manor are destined to become cult classics in the years to come. Our sister site Metacritic has been keeping a close eye on everything that was released this year, and you can scroll down to explore the best-reviewed PC games of the year. We also have a list of what we think are the best PC games to play right now and the best PC games of 2025 . For a closer look at the best of the year , you can also check out GameSpot's 2025 game of the year and 2025's biggest gaming news . More Best Of 2025: Best of 2025 hub Why Clair Obscur: Expedition 33 Is GameSpot's GOTY 2025 GameSpot's 10 Best Games of 2025 The Best PS5-Exclusive Games Of 2025 The Best Nintendo Switch And Switch 2 Exclusives Of 2025 The Best-Reviewed Games Of 2025 2025's Biggest Gaming News: Banned Games, GTA 6 Delayed, Price Hikes Hades 2 Hades 2 takes everything that made the original game work and expands on it in meaningful ways. Combat is fleshed out and encourages experimentation, its story frequently surprises you with wild twists, and there's a sense of progression that feels tangible with every run you make. Metascore: 94 | Read our Hades 2 review Blue Prince One of the year's biggest surprises, Blue Prince is a cerebral dive into the worlds of puzzles and architecture. Featuring one of the best gameplay loops of the year--if RNG is on your side--this is one digital labyrinth of mystery you won't want to escape. Metascore: 92 | Read our Blue Prince review Clair Obscur: Expedition 33 There's a good reason why Clair Obscur: Expedition 33 has earned so much critical acclaim throughout the year, as Sandfall Interactive's debut game is both a nostalgic blast of fun and a shining example of what turn-based RPGs are capable of. It's a soul-stirring journey anchored by captivating gameplay systems, rich storytelling, and one of the year's best soundtracks. Metascore: 91 | Read our Clair Obscur: Expedition 33 review Hollow Knight: Silksong Hollow Knight: Silksong is admittedly a painful game to play. It's ruthlessly difficult and full of enemies who are more dangerous than a Dark Souls DLC boss, but that's what makes it so special. It's vibrant, colorful, and packed with an absurd amount of content, but nothing beats the sheer thrill of overcoming the seemingly impossible in this long-in-development metroidvania masterpiece. Metascore: 90 | Read our Hollow Knight: Silksong review Split Fiction Hazelight is in a league of its own when it comes to co-op games, and Split Fiction is yet another win for the studio. Wildly ambitious and overflowing with creativity, Split Fiction is a love letter to fiction that's perfectly executed in video-game form. Metascore: 90 | Read our Split Fiction review Final Fantasy 7 Rebirth Final Fantasy fans didn't have to wait too long for the next chapter of the Final Fantasy 7 Remake saga to land on PC. A rock-solid port--albeit one that could use some more dedicated graphical options on PC--that continues the story of Cloud Strife and his party, Final Fantasy VII Rebirth is a grand and ambitious exploration of life, death, and multiverses--oh, and really big swords too. Metascore: 90 | Read our Final Fantasy 7 Rebirth review The Last of Us Part II Remastered The remastered version of The Last of Us Part II takes the 2020 PS4 game and reimagines it for PS5 and PC with better graphics, DualSense controller integration, and a roguelike survival mode called No Return. If you've already played the game, this isn't worth it unless you're desperate to play through Ellie and Abby's journey again and reexperience their respective handlings of revenge. But if you haven't yet gone through the duo's intertwining quests through the post-pandemic United States, this is the best way to see their violent rivalry play out. Metascore: 90 | Read our The Last of Us Part II review Trails in the Sky 1st Chapter Trails in the Sky 1st Chapter is a labor of love: a glorious return to a game that launched one of the best RPG franchises of the modern era. Its remake gives newcomers to the franchise the perfect jumping-on point, while veterans can revisit this old favorite and enjoy updated visuals and several welcome quality-of-life upgrades in this charming adventure. Metascore: 89 | Read our Trails in the Sky 1st Chapter review Despelote It's n",2025-12-23T17:00:00+00:00,,GameSpot - All Content,https://www.gamespot.com/gallery/the-best-pc-games-of-2025-according-to-metacritic/2900-7356/
8BitDo Xbox Edition Wireless Gaming Keyboard & Mouse Discounted To Great Prices,"8BitDo Retro 87 Mechanical Keyboard: Xbox Edition $70 (was $120) at Woot | $96 at Amazon See at Woot See at Amazon 8BitDo Retro R8 Mouse + Charging Dock: Xbox Edition $50 (was $60) See at Amazon All three of 8BitDo's transparent green gaming peripherals licensed by Xbox are on sale for great prices this holiday season. The superb Retro 87 Mechanical Keyboard is up for grabs for only $70 (was $120) at Amazon-owned retailer Woot. You can also save on the tenkeyless wireless keyboard directly from Amazon , but the price is considerably higher ($96). The Retro 87 launched in January alongside the matching Retro R8 Mouse , which is on sale for only $48 (was $60) at Amazon. The wireless mouse is bundled with a magnetic charging dock. Continue Reading at GameSpot",2025-12-23T09:41:00+00:00,,GameSpot - All Content,https://www.gamespot.com/articles/8bitdo-retro-87-mechanical-gaming-keyboard-wireless-mouse-xbox-edition-deals/1100-6528130/?ftag=CAD-01-10abi2f
10 Best Atari Games With High Replay Value,"While technically not the first home video game console, the Atari 2600 was the console that really made the whole thing commercially viable. It wasn’t like the Pong consoles of years past that only played, well, Pong, it was an entire system of interchangeable cartridges that brought a veritable galaxy of games to your living room TV. Yes, the games are primitive by today’s standards, but back in the day, they were truly the next generation of home entertainment.",2025-12-24T19:29:33+00:00,Daniel Trock,DualShockers,https://www.dualshockers.com/best-atari-games-with-high-replay-value/
8 Best Books Inspired by Video Games,"Video games often get their inspiration from historical events, movies, television shows, comics, and even regular books, but it's not often these days that players see books being published based on video games.",2025-12-24T17:47:44+00:00,Eric Warner,DualShockers,https://www.dualshockers.com/books-based-on-video-games/
DualShockers' 2025 Game of the Year Awards: Best 10 Games of the Year,"In the great pantheon of video games, there are years when gamers will debate whether the quality of releases skewed one direction or another. 2025 is one of those rare years, however, where you'd be hard-pressed to find anybody who said it wasn't an incredible year.",2025-12-24T14:30:12+00:00,DualShockers Staff,DualShockers,https://www.dualshockers.com/dualshockers-2025-goty-awards-best-10/
10 Best RPGs With Character Variety,"Most video games start with a set character whom the player guides throughout the entire story. If they’re lucky, the player might be able to make decisions as the character, changing the narrative as they go, but they’re still that same person.",2025-12-24T13:30:12+00:00,Scott Baird,DualShockers,https://www.dualshockers.com/best-rpgs-where-you-dont-play-set-character/
10 Best Adventure Games for Players Tired of Open World Bloat,"I like a good adventure game , as anyone does. For as much as I enjoy linear action affairs , I’m certainly not one to turn my nose up at a well-realized open world with a healthy spattering of interconnected dungeons, questlines, and stories. Of course, there’s a fine line between “a healthy spattering” and “more pointless busywork than your average grade school class.”",2025-12-23T20:30:23+00:00,Daniel Trock,DualShockers,https://www.dualshockers.com/best-adventure-games-for-players-tired-of-open-world-bloat/
"Best movement in 2025 video games: Silksong, Baby Steps, and more","Movement is something we might take for granted in games. Characters are expected to move in certain ways, and controls are often similar across games (an A button to jump, clicking in a left stick to sprint). Some of 2025’s best games disregarded expected movement mechanics to challenge the player to think differently in the way they move through a game, while another mixed up the tool used to shift through its world.",2025-12-24T19:00:16+00:00,Austin Manchester,Polygon.com,https://www.polygon.com/best-video-game-movement-2025/
Legend of Zelda speedrunner completes four-day 100% marathon,"We mortals usually spend 88 hours and 54 minutes on a single The Legend of Zelda game, but not Twitch streamer Nukie , who casually cleared every 3D game in the entire Zelda franchise within that same timeframe. You heard that right; Nukie 100% completed every 3D The Legend of Zelda game that has been released since Ocarina of Time , and she did it all without pausing, in less than 90 hours.",2025-12-24T17:15:16+00:00,Marloes Valentina Stella,Polygon.com,https://www.polygon.com/legend-of-zelda-speedrunner-marathon-100-run-nukie/
The best Xbox Game Pass games to play over the holidays 2025,"The holidays are upon us, meaning school's out, vacations are in full force, and, by god, you might just have a few spare moments to get some gaming in. Some of 2025's best games can be found on Xbox Game Pass, but the subscription service is home to plenty of releases from yesteryear as well for you to revisit or experience for the first time.",2025-12-24T17:01:16+00:00,Austin Manchester,Polygon.com,https://www.polygon.com/best-xbox-game-pass-games-rec-holiday-weekend-dec-24-2025/
"Nex Playground, 2025's hottest toy, is still buyable at Christmas with a twist","Nex Playground has objectively shaken up the console market. During Black Friday weekend in November, the motion-gaming console surged past Xbox in U.S. weekly hardware sales, an upset that instantly reframed Nex as a 2026 gaming industry player.",2025-12-24T16:55:44+00:00,Matt Patches,Polygon.com,https://www.polygon.com/nex-playground-where-buy-hottest-toy-christmas-2025/
"After Game of the Year pull, Expedition 33 devs swear off future AI use","The gaming world appeared ablaze after the Indie Game Awards announced that it was rescinding the top honors awarded to RPG darling Clair Obscur: Expedition 33 due to the use of generative AI during development. Sandfall Interactive recently sat down with a group of influencers for a private interview session, where the French studio was probed about recent AI controversies. Game director Guillaume Broche clarified some of the misinformation surrounding the studio and reiterated what other Sandfall developers have said about generative AI usage during interviews held earlier in the year.",2025-12-24T16:23:06+00:00,Patricia Hernandez,Polygon.com,https://www.polygon.com/game-awards-expedition-33-disqualified-did-it-use-ai-response/
